dataid,prediction
124,1988.6753833282864
125,1990.735528506226
126,1987.6740184083217
127,1990.339155317269
128,1998.7202140951533
129,1989.446130646168
130,2000.657973605673
131,2001.673807273203
132,1999.3704709637625
133,2001.9714811514325
134,2000.1207264332081
135,2000.1729638217284
136,2000.5648716730875
137,1999.6981098017507
138,2000.1087113158312
139,2001.0089605569387
140,2001.445295897868
141,1999.32522064546
142,1999.6099092152426
143,2000.015358470963
144,2000.1956734556084
145,2000.557780931223
146,1997.8656542670517
147,1999.248597954324
148,1997.8535457092053
149,1997.3778559254308
150,2000.9129624626594
151,2000.6924922862495
152,2001.5912878458646
153,1998.0274958109874
154,1999.0221473004508
155,1999.0177899339797
156,1999.197679965561
157,1997.8533151372237
158,1999.5193291772207
159,1998.7703939082353
160,1999.445154299113
161,2000.0285921503091
162,1998.824997068644
163,1998.381598853345
164,1992.2478253027366
165,1999.5248685083686
166,2001.1273575136788
167,2001.3601526032164
168,1999.5157121331217
169,2001.7193450943714
170,1999.0260839386342
171,1999.769926831281
172,2002.0559194837806
173,2000.7228974085976
174,1999.0507790348215
175,2000.130140266686
176,2000.965701203661
177,2001.373316787832
178,2000.2986873557281
179,2001.5853443254296
180,2000.2817920685654
181,2002.688748307067
182,2001.4510304902426
183,2000.600865515464
184,2000.5509159967285
185,2000.304036157171
186,1999.3252326253994
187,1998.5692586718264
188,1998.5381394012115
189,1999.479628682296
190,2001.3567274322672
191,1999.3599570487272
192,1997.0422669359873
193,1999.985254137224
194,1997.8634309886902
195,1998.2594668457791
196,1996.961885115296
197,1998.5150199361024
198,1994.6231115563628
199,1998.4174403253064
200,1998.741508983974
201,2008.2319091594193
202,2001.4110187107192
203,2002.3289036736865
204,2001.19385032853
205,2000.929168024584
206,2002.0594747995003
207,2002.131736280643
208,2002.2781256332075
209,2002.2842533183994
210,2004.7580072986216
211,2001.6320603338002
212,2007.2931900690514
213,2002.1905079983937
214,2001.1383398904268
215,2001.6186442895264
216,2002.5217704838774
217,2001.8349742317705
218,2001.2393416270966
219,2004.4068905315607
220,2003.9024183163774
221,2002.00645273651
222,2000.756698175554
223,2005.501607105025
224,2002.1708807436034
225,2002.1241692327148
226,2001.1877093896765
227,2001.2019329483392
228,2000.4682377414533
229,2002.5992922092535
230,2001.8406478688935
231,2002.9554297406191
232,2000.187400250509
233,2000.6572984894326
234,2000.0335040609305
235,2000.2156949893697
236,2000.0007993523
237,2000.9087696603683
238,1999.3768954080053
239,1999.034073105132
240,2000.3073823899044
241,1999.9262892639852
242,1999.8947981437202
243,2002.865307629666
244,2004.800910151531
245,2002.843966422291
246,2003.2796493669073
247,2002.9013701257297
248,2004.4680739446073
249,2002.956277332784
250,2007.5739822025748
251,2006.981789918108
252,2004.3456337669013
253,2002.6926874469293
254,2002.0119021536455
255,1998.065417537126
256,2001.9870875387871
257,2005.17102643256
258,2003.1663889600682
259,2000.0744297006386
260,1997.6679321848637
261,1993.9143852769535
262,2000.6986197647768
263,1996.9574936731283
264,2002.1595706948965
265,2000.4683344740065
266,2002.916370756742
267,1994.577685819057
268,1996.8781551545403
269,1996.6786277396975
270,1994.628387772676
271,2005.3274255171498
272,2003.4403888762627
273,2001.7623787070208
274,2003.9509621020545
275,2002.6061983775076
276,2005.1776362491273
277,1996.6973458462855
278,2002.315227516035
279,2000.744009710178
280,2002.669372446452
281,2003.4841662587248
282,2003.2793964643101
283,1998.9037082772254
284,1991.269598436887
285,1994.7080020499322
286,1991.7049993194048
287,1996.533599486841
288,1994.3846669206555
289,2001.5030620931252
290,1992.9226940809917
291,1999.8671517688917
292,1999.9675685457262
293,2002.5726106261147
294,2003.6919490629336
295,1999.3217607151837
296,2004.157591707007
297,2000.844116515515
298,2003.048256626995
299,2002.2062210226838
300,2003.589249434853
301,1999.8203452982984
302,2001.9908425662675
303,2000.188468739791
304,1997.24683176389
305,2001.9290819502517
306,2004.3213618071297
307,2003.547982449054
308,2003.2189215048668
309,2001.5021086325019
310,1999.607313595958
311,1999.8083064025768
312,2001.8636583477287
313,2003.3166272595545
314,2001.7471305065906
315,2002.3437083059375
316,2003.645429448885
317,1996.4920751088528
318,1995.9030985056006
319,1994.9103869813976
320,1994.218948416424
321,1998.0458378016576
322,1991.8764210958318
323,1997.9356386019745
324,1997.817541289316
325,1994.6359331720544
326,1997.427952745475
327,1993.3883140213718
328,1993.3294426236894
329,1992.0919702320662
330,1993.6664401747614
331,1989.7547621190997
332,1990.755949223226
333,1997.5034090698068
334,1998.750834130656
335,2000.5510203513566
336,2000.145957042389
337,2002.1141241398104
338,2002.6693639692962
339,2000.4734083896085
340,2003.0614809972478
341,2002.5013752607852
342,2002.578536661197
343,2001.2948457513949
344,2001.8354241708785
345,2002.1861995501476
346,1998.6030116961012
347,2000.7002354161982
348,2001.2814916587024
349,1998.606731950164
350,2000.801343093143
351,2000.4720491142837
352,1998.616970180761
353,1998.7864714427046
354,2001.1919877273922
355,1993.9626956487193
356,1993.2950963973572
357,1994.553346037357
358,1995.1433580823161
359,1993.2073036423524
360,1995.7400458394857
361,1994.9952509704988
362,1998.9334391389834
363,1999.7432134409953
364,1999.3167728056767
365,1999.3830438427312
366,1999.6701939216582
367,1999.668142776452
368,1999.032681353794
369,2000.403659297896
370,2001.4826286436717
371,1998.9209923078663
372,2000.9489404616095
373,2000.8249152409726
374,1997.9659898954692
375,1996.9931501931462
376,1998.6624023163913
377,1995.2259417195748
378,1995.979673376155
379,1996.0928311647406
380,1997.8167377979576
381,1998.842523134958
382,1998.1210384396343
383,2003.328560524006
384,2002.8995710034549
385,2000.9687292383414
386,1998.1759771477712
387,2001.4244324140984
388,2000.168256040591
389,2001.510367189592
390,2000.8410933905498
391,2001.8217875408977
392,1998.9508816276339
393,1999.9482414516972
394,1999.4323622898537
395,1996.2503481356785
396,1996.5105730005532
397,1998.6659719348088
398,1996.9314650877932
399,1999.6959369670074
400,1997.2681785983236
401,1998.8823975291868
402,1996.8049318437343
403,1997.1777794462262
404,1997.2219132531832
405,1998.3179802950654
406,1999.0731756936711
407,1999.095650877098
408,1998.5804290824838
409,1998.019067898069
410,1998.7652589799031
411,1998.5019462287405
412,2000.2873733193605
413,1999.669522523606
414,1999.9433241812364
415,1998.3186354352576
416,2000.8445813988521
417,1997.3114158273459
418,2003.0925509737756
419,2002.082217755284
420,2001.4204299471596
421,2002.1048427033375
422,2000.16749044016
423,1998.8819293615134
424,2000.471882375142
425,1998.0100027060446
426,2002.0674143425713
427,2003.8795690499892
428,2000.684079023625
429,2000.243871597905
430,2005.4210827010704
431,2006.1348064957585
432,2004.3886272670907
433,2004.0781282379282
434,2004.4483844153679
435,2006.1156303042237
436,2003.1794447000943
437,2003.3086084430752
438,2007.4519660064086
439,2005.028433631387
440,2002.1286043652608
441,2001.1795349251363
442,2003.520478164257
443,2002.9185744365438
444,2001.843464433838
445,2001.9437560635913
446,1999.5874357780704
447,2002.072683574206
448,2001.2001678919567
449,2002.6722332358202
450,1993.609466310946
451,1989.489943221498
452,1997.2840536353804
453,1988.1226235130448
454,1993.0153952712335
455,1994.1749499206471
456,1982.763148340713
457,1983.7881950740002
458,1982.790857336919
459,1982.2770275588719
460,1989.9506966010533
461,1994.4960314014877
462,2001.0535601775725
463,1999.274961611021
464,1990.362810777087
465,1994.135487386142
466,1991.494837259048
467,1993.5545933070946
468,1991.7395547722078
469,1989.7619313789908
470,1992.008504767192
471,1986.93211391688
472,1988.1265252999613
473,1990.5525023648702
474,1989.2002303114239
475,1990.2234986428052
476,1990.547838465418
477,1994.8226656169873
478,1995.3195708695189
479,1993.778836091422
480,1993.2624732658587
481,1988.705975815652
482,1994.4429423616843
483,1992.4115317642547
484,1991.9716957195283
485,1996.6387826098091
486,1987.4380108143407
487,1991.2096221418988
488,1988.6624061682808
489,1991.298860988381
490,1990.4903183489632
491,1991.2146914186287
492,1990.653113239544
493,1990.4898714220433
494,1991.4850706446882
495,1997.099474574262
496,1990.7739424722656
497,1983.0837824343482
498,1983.4978235497542
499,1989.184291674558
500,1986.021930168286
501,1994.5241608276508
502,1990.369574384181
503,1988.1676822500556
504,1999.9507078076306
505,1997.4936538909806
506,1994.5116418168611
507,1996.814221091258
508,1997.3423454895612
509,1994.5751437544654
510,1995.4831668863142
511,1997.383422700733
512,1993.2660199581192
513,1994.1008863777404
514,1995.640065722919
515,1993.0850312917912
516,1992.3667932533292
517,1992.1893479799485
518,1988.5666210703585
519,1997.949577305842
520,1990.5417491014139
521,1991.1755951650546
522,1997.6836169158894
523,1991.16738349747
524,1993.5491406044866
525,1994.4805385271857
526,1991.8625104602907
527,1999.397446601859
528,1999.1619146447488
529,1999.3916132345373
530,1994.9597043393107
531,1997.4130431924887
532,1995.8228411360942
533,1997.220236243066
534,1996.8857946173266
535,1999.3825191837686
536,1993.4994257580765
537,1998.5626099583405
538,1996.649983654039
539,1991.3482707698624
540,2005.1821938059636
541,2004.8242586034864
542,2001.2616256430692
543,2004.851997719633
544,2006.1140577547892
545,2005.0961634156715
546,2001.7546899154486
547,2001.8034708953599
548,1999.9983544801928
549,2004.5946035017796
550,2004.4994421068425
551,2003.0390971673062
552,2004.3630214986338
553,2001.468173921085
554,2002.6895331616993
555,1999.2963567572938
556,2000.708950270326
557,2003.901471214825
558,2002.6037271426167
559,2000.8206051752218
560,2003.5010484876257
561,2003.9301214917746
562,2006.955780109111
563,2003.1179867187068
564,2002.5216476729724
565,2002.2943160359837
566,1999.0778865538375
567,1983.984720745488
568,1992.0722731532946
569,1984.7341878287698
570,2001.2579874324522
571,1996.590556331342
572,1978.6537162163402
573,2001.2787212600147
574,2000.6670986733823
575,2002.901863574291
576,2007.708958663452
577,2003.444725753857
578,1997.448685469726
579,2004.4479587775927
580,2006.2657358099748
581,2002.3733684784518
582,2002.756754267132
583,2003.7701469173292
584,2005.0232943239178
585,2000.922988599539
586,2007.2457743229963
587,2003.6423308447484
588,2002.656433775704
589,2002.9323272325319
590,1995.1696411220025
591,1998.8788630130007
592,1997.7817443528493
593,1998.2995680161473
594,2007.665632181709
595,2009.2429116262988
596,1998.539088669652
597,1997.8340463952254
598,2000.004872359529
599,1993.3079830189663
600,1991.4140758283086
601,1993.6304255110138
602,1998.0941620685521
603,1996.6999542701071
604,1993.3253018252733
605,1992.0277102289344
606,1995.4287823926575
607,1989.6402970667311
608,1997.5582488024288
609,1995.86009707035
610,1991.8642612716833
611,1997.9312760540042
612,1996.2679729278234
613,1996.5214472882744
614,1997.888115678235
615,1995.4681401599926
616,1992.2759408298434
617,1993.9767984237444
618,1995.6727064261195
619,1992.622610796214
620,1994.374564917391
621,1992.3878362659725
622,1995.7241212393667
623,1994.24212996077
624,1991.5406232118426
625,1994.2578241860656
626,1994.8202101759582
627,1994.1274986001663
628,1987.1837917953098
629,1990.6854385848471
630,1985.2181257200675
631,1985.973958006804
632,1989.0274303914643
633,1993.831770913039
634,1989.0832041657457
635,1989.3421020478372
636,1989.5251744068585
637,1988.0633932751987
638,1996.519016717649
639,1994.4704772574921
640,1997.0852253455735
641,1992.607982958467
642,1991.5965551136635
643,1993.1848514407673
644,1995.1647909308303
645,1991.9885224505906
646,1993.0770636914222
647,1992.8317689651903
648,1993.714790734937
649,1996.494619735697
650,1991.2591950056183
651,1988.1605578956164
652,1986.4421575163801
653,1988.3086166344021
654,1990.3613977537882
655,1988.6869302582331
656,1991.3233835512453
657,1991.744358623852
658,1998.1425795409805
659,1994.1455466667337
660,1988.4575950832602
661,1989.3601848277804
662,1993.0931482583119
663,1989.2878201634653
664,1993.6398849849627
665,1989.2293875821981
666,1987.9949791006527
667,1993.3495846437356
668,2005.9013748158802
669,2003.5091128095385
670,1997.3757593589442
671,2003.257901449684
672,2007.4944374686152
673,2004.5428307584684
674,2002.9470385220354
675,2004.7548000463453
676,2004.632331837548
677,2004.04632575312
678,2004.7740285658729
679,1993.74604510565
680,1997.5851915688468
681,2002.5790535852957
682,2005.8367137575312
683,2003.0305151170805
684,2002.1393362947244
685,2001.4666994820177
686,2001.3220487019805
687,2006.4874552620668
688,2001.943748940813
689,2002.9976826618542
690,1998.6445310796648
691,2003.786894715318
692,1987.821514837335
693,1987.7373528206592
694,1992.4476959060394
695,1987.2526975779765
696,1988.5979950923686
697,1990.151116560387
698,1992.8187242719544
699,1987.8131716389798
700,1984.4552661199
701,1991.670808438134
702,1992.9893030580783
703,1989.5342070844868
704,1995.018801471437
705,1996.1319960369565
706,1994.3023372354883
707,1995.206680931198
708,1995.5483160693404
709,1993.2915781118004
710,1993.887371493363
711,1990.8493846947842
712,1995.3093071847727
713,1998.9633920209822
714,1993.845925601686
715,1990.7084300438487
716,1993.5441480832908
717,1992.6847557385645
718,1994.9635507238888
719,1992.3279222930034
720,1984.7019582267028
721,1991.4197379428815
722,1987.0035272660489
723,1994.523225501672
724,1996.3283254389387
725,1996.8548445936094
726,1993.353804613128
727,1995.433325002764
728,1996.944017572202
729,1994.9503107082953
730,1994.6432008667603
731,1998.9681380885288
732,2000.1768915839993
733,1996.9623703449133
734,1993.3016392507768
735,1994.2329032375385
736,1992.3447520370366
737,1995.799927519123
738,1997.5916338859806
739,2000.5530426652244
740,2002.1130135534984
741,2000.1375266712955
742,1999.2314819161259
743,2005.2661296784095
744,2002.800561373318
745,2003.274556555588
746,2005.9282136230067
747,2003.4694778052392
748,1994.5576589997115
749,1992.2266606117405
750,1993.291645707106
751,1993.156998907651
752,1995.3641354365882
753,1997.1412822857346
754,1993.7228161742605
755,1993.4808175368348
756,1993.1888199877333
757,1994.4766508856173
758,1991.4570673681287
759,2003.1406126358143
760,2004.3425095902533
761,2001.3404826300118
762,2002.039303320789
763,1997.854501457955
764,2002.6991588462047
765,2002.2017022292073
766,1992.9192507223945
767,1997.1745543068077
768,1997.3150460186398
769,1999.1581187921731
770,1994.0630783375123
771,1993.9181561772982
772,1994.3022387323188
773,1988.1799422510157
774,1992.7263971537827
775,1988.944078256437
776,1987.9167929472546
777,1985.4972080061214
778,1999.867308613009
779,2000.896777840824
780,2000.117480124512
781,2000.2705188421014
782,2001.1881439305143
783,1999.148236861932
784,1997.8258609257973
785,1999.9196994905967
786,2004.0005356006552
787,2000.805613659334
788,1995.8578759100153
789,1999.8381260076376
790,2001.2594001234681
791,1999.5393181154914
792,1998.289892548924
793,2000.4457336488924
794,2003.1097033875665
795,2002.3779010644262
796,1997.2311264259338
797,1993.2097853768016
798,1994.5169272616617
799,1996.870175771231
800,1995.802705372437
801,1993.2892864879257
802,1996.626610725085
803,1995.5917056365608
804,1995.871076530438
805,1995.7641209735036
806,1999.5190087711424
807,2000.3248109178624
808,2002.6085993716447
809,2007.0134387852388
810,1999.4371489766777
811,1999.455710921908
812,2002.0183457761825
813,2004.8031118162576
814,2005.250136589298
815,2002.4308825077212
816,2000.9543434264087
817,2000.907745613358
818,2000.1055713650558
819,1999.9569351774755
820,2006.1427753853245
821,1997.232228650171
822,2011.9710821034846
823,2007.7364826320932
824,2008.7852048135044
825,2007.7026107569543
826,1997.7535787022869
827,2003.7648548515524
828,2003.7648548515524
829,2004.733024516228
830,1999.6212745077498
831,2001.6466951426087
832,2001.8566069898939
833,2008.9642188080577
834,1997.899856470535
835,1999.5302478750464
836,2002.5855060055283
837,2003.605333412591
838,2001.2936833698714
839,2003.4419832395886
840,1999.1558889747043
841,1999.7916314161048
842,1999.2910205774795
843,2003.0082449725635
844,2005.311385122511
845,2002.548877956657
846,1992.3918959311031
847,2000.321292340068
848,2001.8905538967945
849,2003.855235743159
850,1997.2055448846597
851,1997.708740830797
852,2004.9193588738458
853,1999.0276609202826
854,1998.339853687194
855,2000.1550329643592
856,2003.1525899897022
857,2000.809322997304
858,2000.266347733682
859,2006.5518133831306
860,2000.266347733682
861,2003.8643371023043
862,2002.6327179594289
863,2000.4498219096286
864,2002.9922084825798
865,2002.9465628424803
866,2003.7467613613744
867,2000.809322997304
868,2000.5471262126357
869,2000.6127950959285
870,2004.2495683829768
871,2003.0864903547172
872,2002.2329883141595
873,1998.8068699287016
874,2000.9150181734294
875,2001.0888891336635
876,1998.0727486222083
877,2006.5471167594499
878,2008.46955081001
879,2008.6624727874114
880,2006.7120629849592
881,2002.903719385457
882,2003.8414849510382
883,1996.2648336653529
884,2001.61924906108
885,2001.1116828005934
886,2003.6951725066638
887,1998.5136539786545
888,2002.846253375262
889,2002.1591213812712
890,2003.9929533801023
891,2005.0905997174727
892,2002.1591213812712
893,2000.8218242752207
894,2000.3402731327349
895,1999.787522119811
896,1995.600554710095
897,1999.6073268906023
898,2001.6221136070405
899,1998.283798061513
900,2003.795639854537
901,2002.3893809257381
902,2002.5898909962714
903,2000.2738047930395
904,2001.510935149428
905,2000.2745615639733
906,2000.1850834217707
907,1999.3972361172873
908,2000.4945650753884
909,2002.5704957583353
910,2002.8782653588335
911,1998.1615559212844
912,2003.5281809537407
913,2003.3695965045106
914,2004.3251395780785
915,2004.3355193859386
916,2002.6409755148097
917,2004.2608790100717
918,2002.2833336864953
919,2000.6867351107858
920,2004.0075147755758
921,2001.4396119829028
922,2000.7141909214522
923,1992.0147401742458
924,1978.51816327782
925,1984.0356943229726
926,1986.6940474442167
927,2006.6028477507266
928,2004.7466921831474
929,2003.2350874194456
930,2005.8250383099128
931,2003.0078386459716
932,2002.1740899410488
933,2002.549133536442
934,2001.3305454819658
935,2000.9182546503903
936,2000.9286962869446
937,2004.9562551466438
938,1988.999681543523
939,1989.0265455326376
940,1990.8801406411144
941,1983.1461599646568
942,1989.2721717083114
943,1986.868939374153
944,1990.8443058259302
945,1992.616663277393
946,1992.0628386265905
947,1987.2906794528435
948,1987.327921254195
949,1984.9245738342563
950,1995.1220190285173
951,1992.3802257804102
952,1990.3862644575775
953,1991.28288932829
954,1995.1651770517558
955,1989.617603058462
956,1989.3426069078976
957,1995.1886763865352
958,1988.0330642316646
959,1997.1801882382208
960,2005.4844467351961
961,2003.128506642924
962,1998.7352834319859
963,2008.9834626783272
964,2002.8023845608059
965,2004.0312779788833
966,2001.868063057599
967,2003.4226580906281
968,2003.2533679218002
969,2000.4578432733417
970,2002.0983686566956
971,2001.6697993176367
972,2001.7426995680355
973,2003.7877596130204
974,2004.048636616971
975,1999.6268985527522
976,1999.2636160807986
977,2002.3572856199692
978,1999.0175178942145
979,2000.2990083460388
980,2000.1004567514444
981,1999.9121861387043
982,2003.0771223104668
983,2000.3807537834414
984,2000.5652408780747
985,1999.8188508958228
986,2000.7524340478953
987,1998.3159689469344
988,2000.2967618437167
989,2000.2833057300177
990,1998.155463736246
991,1999.2662268477852
992,2002.4797951081782
993,1998.8521366890345
994,1993.8076891837306
995,1998.5459870769675
996,1999.2742751544374
997,1999.4704575757369
998,1999.0435906377024
999,1998.592645840313
1000,1998.671853899283
1001,2000.6926138936174
1002,1999.6142689506728
1003,1999.447435471116
1004,2000.1072913876574
1005,1999.1714368190312
1006,2001.2667445879406
1007,1997.64120315601
1008,1992.9381923088097
1009,1993.4785287139068
1010,1993.2228635656415
1011,1992.613615086435
1012,2000.7944457177505
1013,2000.176814320997
1014,1990.4280342846641
1015,1991.1432261099997
1016,1990.3503067340673
1017,1994.2377560153134
1018,1995.2682856385095
1019,1996.4687726312309
1020,2004.7046039990612
1021,2005.8370970919048
1022,2002.079809500079
1023,2007.5774075824374
1024,2006.22179809738
1025,2009.4684388119554
1026,2009.6547434418455
1027,2005.0772544527995
1028,1994.1339605578928
1029,1994.0409900732777
1030,1994.1215062663923
1031,1993.690459367998
1032,1994.4866892646833
1033,1994.473124676431
1034,1992.6744453084193
1035,1995.319164584159
1036,1995.4166842723935
1037,1996.9454486170168
1038,1993.5564124150435
1039,1994.1671024652007
1040,1994.8951892888729
1041,2003.0093127070313
1042,2001.145917062206
1043,2002.0866233151867
1044,2000.0061615742998
1045,2001.6052092630198
1046,1997.8764731300514
1047,2007.1682683894546
1048,2001.7519035339942
1049,2001.6349500371116
1050,2001.7300746444855
1051,2000.007417420052
1052,1999.2200664609145
1053,2001.9129026598023
1054,2000.9249744679269
1055,2001.8597152568914
1056,2001.235618194645
1057,2001.0093454038479
1058,1996.143638748255
1059,1995.1578887311684
1060,1998.3457895010004
1061,1998.2165852757469
1062,1994.3936072190907
1063,1996.9969523041177
1064,1997.4419626491217
1065,1994.5028637740027
1066,1997.7207798320644
1067,1997.6205976120687
1068,1995.8966958164935
1069,1996.9682697089822
1070,1996.815010429862
1071,1998.885396213835
1072,1998.191057508033
1073,1996.4933778790205
1074,1999.9966399352609
1075,1996.5502569103812
1076,1994.746757180318
1077,1993.185391892494
1078,1994.4210595694626
1079,1995.7792848318197
1080,2001.5261308008276
1081,1994.7337513834668
1082,1999.3228713766603
1083,1996.6873176284628
1084,1996.9472485830254
1085,1995.6352440307567
1086,1992.2254092446478
1087,1992.323605330717
1088,1993.054544584801
1089,1991.191204502504
1090,1993.5284115204163
1091,1990.9400597463878
1092,1991.6404761495394
1093,1991.0819950400507
1094,1996.3327738951125
1095,1997.1190575669682
1096,1996.2784504883425
1097,1993.3527328832222
1098,1992.01425695222
1099,1996.986367082973
1100,1996.4490615404711
1101,1991.8435600574198
1102,1998.6256728846554
1103,1993.7483923259497
1104,1995.8800394748496
1105,1996.736477904112
1106,1997.2224561484963
1107,1994.442375311908
1108,1997.6456634280778
1109,2001.1755612780782
1110,1994.649045621275
1111,2001.1442935562072
1112,2002.0958402843646
1113,2001.2133484334213
1114,2004.8463342265384
1115,2000.776384517458
1116,1995.3556254245273
1117,1995.5895376901171
1118,1998.3864596611406
1119,1992.4390356081988
1120,1997.5946777148001
1121,1998.0619769249024
1122,1996.3560695855472
1123,1995.219678976093
1124,1996.977183091187
1125,1993.538481560095
1126,1995.3156631570844
1127,1998.3073357918458
1128,1995.2930402538561
1129,1997.1838776721406
1130,1993.538481560095
1131,1997.2609399079215
1132,1999.9768878608093
1133,1993.769779511133
1134,1996.0279698663264
1135,1993.6128136784832
1136,1993.815329739678
1137,1994.9601232841799
1138,1994.5579700409069
1139,1996.3709585627078
1140,1992.5304856320276
1141,1991.988878413953
1142,1995.153206065394
1143,2000.9246127202675
1144,2000.687082414661
1145,2000.178280416196
1146,1998.1141517916476
1147,1997.4960317942623
1148,1995.538489017918
1149,1997.6210024583872
1150,1997.6425378293902
1151,1994.5432388581232
1152,1996.04082667349
1153,1995.8818299746981
1154,1997.4926993733227
1155,1993.9993837137217
1156,1995.2848925819635
1157,1997.9485170851985
1158,1999.7091944524427
1159,1995.9232416872126
1160,1999.6579805854658
1161,1993.1732661343378
1162,2001.741751706928
1163,2000.9123691547252
1164,1999.7309436414157
1165,2003.817677337918
1166,1997.5525673589932
1167,2000.5052669919125
1168,1995.9209371659101
1169,1995.8176496792419
1170,1998.99074309797
1171,1994.922323695484
1172,1998.3019436685486
1173,1997.5240209353587
1174,1992.311200537564
1175,1989.5479144456128
1176,1992.5417351557483
1177,1982.4939209119045
1178,1991.4444784680306
1179,1991.1611395837147
1180,1987.6033968783609
1181,1994.2181556148707
1182,1992.8161788539692
1183,1996.910243970797
1184,1996.1546841140107
1185,1994.6280306958597
1186,1991.2936770182287
1187,1990.956388250558
1188,1985.1568391272026
1189,1989.3438468019235
1190,1988.936028610958
1191,1985.2778758198397
1192,1990.1079112361147
1193,1988.0072368022322
1194,2002.1821872426572
1195,1993.646394556398
1196,1993.9539271245155
1197,2000.6339240439343
1198,1997.9290611926388
1199,1995.7511688513205
1200,2002.4893439063412
1201,1996.2869169676603
1202,2000.2794854441204
1203,1999.0553479665882
1204,2000.271124009301
1205,1987.6038567318647
1206,1986.7198557892716
1207,1985.1434924788941
1208,1989.1750944490805
1209,1998.7313814329234
1210,1996.0653584787449
1211,1992.2976736907126
1212,1989.443081825161
1213,1980.7841535587938
1214,1980.7408715061374
1215,1988.6217941436812
1216,1998.014123802812
1217,1992.2687554919776
1218,1989.5580012166477
1219,1986.8204656186904
1220,1989.0199286419474
1221,1990.5666184053812
1222,1992.575040037722
1223,1996.2712894195197
1224,1999.3315342770304
1225,1982.0907041288835
1226,1995.635944940516
1227,1987.2325639043668
1228,2001.1465671853443
1229,2000.063564590473
1230,1998.175444496111
1231,2003.5703149571277
1232,2002.0219466915987
1233,2004.2028141336395
1234,1996.8857734224312
1235,1999.6056973331813
1236,1999.4727809914846
1237,1999.2013329622218
1238,1997.739835459996
1239,2000.1167943791274
1240,2002.9366349748464
1241,1999.5296025664543
1242,2001.8740206216266
1243,2001.4530472390652
1244,2002.0085337914472
1245,2003.7331161090178
1246,1999.523759244593
1247,2002.0438292407218
1248,2003.944576086644
1249,2001.219537480231
1250,2003.9984406791298
1251,2001.4095046514435
1252,1991.2847668184597
1253,1995.8343782186353
1254,2002.6501631139859
1255,1996.562348797314
1256,1998.694533496325
1257,1997.5435036473148
1258,2000.0866972380386
1259,2000.4199992529211
1260,1998.0131389643786
1261,1996.2651851188286
1262,1999.7187548863585
1263,1999.6852678633138
1264,2002.9907369327905
1265,1999.7472296381993
1266,1993.7718696724723
1267,1995.987617056927
1268,1997.0831458618927
1269,2000.2110838691626
1270,1995.7851109917426
1271,1999.1249924480671
1272,2001.182542996339
1273,2002.892834645455
1274,1997.8381905734934
